keyword,title,brand,price,raw_price,rating,reviews,platform,position,delivery,discount_pct,price_range,visibility_score,link,thumbnail,data_source
Gaming Laptop,Lenovo Legion 5 Gaming Laptop,Lenovo,169990.0,,4.5,0,Flipkart,9,Unknown,0.0,Luxury (50K+),0.775,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:16179823083029046828,productid:7944087394793472334,headlineOfferDocid:12737763936704045517,imageDocid:8412422166561541156,gpcid:5928068441835361531,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR-pHkdF3sDnTqdWZCSmRFIFTrQwd7iUddgQdz9wFkREmct3wL2jU56vfRqG_f5OimRd6lmsJOWSG_sR_ZiPyFEW5wNFplmnUGBTDSIO0EiHZdWK5CzmUzugQ,api
Gaming Laptop,ASUS TUF Gaming Laptop,Asus,75990.0,,4.7,423,Vijay Sales,10,Unknown,0.0,Luxury (50K+),0.75,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:14730264239577306454,productid:1490173086073258965,headlineOfferDocid:10015059434633753873,imageDocid:14492114521115568856,rds:PC_13448960462554996630|PROD_PC_13448960462554996630,gpcid:13448960462554996630,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRVAaieb-sWawKToHC-xJ74C5ueadYYQBBrpukMXUgfsqRsSdmmIDupMI6xQ6auBNMALG4evtbZda5jm6n_RO6ou1nCL_mklx45dzGuaR89K8yD4cjTVhMZsg,api
Gaming Laptop,MSI Katana 15 Hx Gaming Laptop,MI,96990.0,,4.6,296,Amazon.In,11,Unknown,0.0,Luxury (50K+),0.725,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:2530896365432309433,productid:1813633524821605576,headlineOfferDocid:4014923139872818989,imageDocid:14049956037572655919,rds:PC_228272183631284084|PROD_PC_228272183631284084,gpcid:14457170862236116556,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQky_I3ZSP_RwxKAuFzL37kZEd3ecml0cuTjgBgXNppPuQr3WMHOdlRbZmjPnohg3tJ5E6PFJ8faftTvFPKqxqQCY5dAQbKNJJc7OMhB2Bz65J1HbO7gjzkfBM,api
Gaming Laptop,Lenovo IdeaPad Gaming 3 Gaming Laptop,Lenovo,52990.0,,4.4,198,Flipkart,12,Unknown,0.0,Luxury (50K+),0.7,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:2772479801048197864,productid:17983948753327292270,headlineOfferDocid:7901324201957472649,imageDocid:16133306938523405475,rds:PC_4662257935723130424|PROD_PC_4662257935723130424,gpcid:9170712458436931464,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRgBw2kGPTSDglop3FFcOIVL_6BQ6jx2DGN0vZuFlDN0DPJA9UJaz2MVwW6IIex_JK42DYy0kpJ8T2WwD4XY_W0EclyS3W_9_TKlyZJ9Yf2XQwCzi7xYO85,api
Gaming Laptop,Acer Aspire ALG Gaming Laptop,LG,68999.0,,4.5,0,Reliance Digital,13,Unknown,0.0,Luxury (50K+),0.675,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:9876261326247565910,productid:8025902152851521101,headlineOfferDocid:6083213686178652683,imageDocid:10009751015511968242,gpcid:12410863144399657281,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTAHV8XGvhM3KvOQOptRJqtTqBgLag9wO__ADi5M2PrIKg3ZPpHuRpUaQrnB85bUV2K9MGfjsl_tMZtSnhDR4hrIyuZIivzfVEvXcVpZ4o3WUDDgEyCkQ9Xug,api
Gaming Laptop,ASUS ROG Strix G16 Gaming Laptop,Asus,275490.0,,5.0,3,Amazon.In,14,Unknown,0.0,Luxury (50K+),0.65,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:5620641739077254622,productid:6528732284131438690,headlineOfferDocid:2029589656471405850,imageDocid:1051963899522192468,rds:PC_7659502889250041516|PROD_PC_7659502889250041516,gpcid:7659502889250041516,mid:576462897670707941,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRqPhCSpWSFfLRZCRjodvOAPWfJ3YgnUuqQt-Gdh4i5S8pG5Qgs6LM-HPyuYFbPdhpkRwNRPu62X8j6KmQdwYofLrqSwqaC_42r_AoKaUTkQPBu8mZouhlMOw,api
Gaming Laptop,"Acer Nitro Lite 16"" Gaming Laptop",Acer,86900.0,,4.7,172,Flipkart,15,Unknown,0.0,Luxury (50K+),0.625,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:5453081282232312181,productid:13299147319272638101,headlineOfferDocid:11735041986071272491,imageDocid:16662767108507452176,rds:PC_6112384286616484339|PROD_PC_6112384286616484339,gpcid:6757770801830534934,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQHb4r1IndFKmUD0yulAKzAKR9za2TebOT98cYFNT3HxSJZJ3-Yf5PqRQeohPPmqbK9P1dekKd7VGAAggfUAggwS0LLxxAwA7Tl3-FWUrhCW4iLk2djAORD,api
Gaming Laptop,Asus TUF Gaming A15 Gaming Laptop,Asus,78990.0,,4.9,19,Asus Eshop In,16,Unknown,0.0,Luxury (50K+),0.6,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:9511999744706396083,productid:5385454329945418057,headlineOfferDocid:15195532675877835295,imageDocid:6970982580364413253,rds:PC_2497894840990218150|PROD_PC_2497894840990218150,gpcid:2874241601858358109,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQAPOJjk0xzDPEpQ6DKdFIYFQ0wOJVt7Ea6jjLROTNIRcMjXsvi8nW9uoF-6Hd9Z8-3jzq1Fqu2QacJmz_5J-UZgJRfq42rEjTCBxzcAFU2A_xM29VvmTB1jA,api
Gaming Laptop,Lenovo LOQ Essential Gaming Laptop,Lenovo,97990.0,,4.5,0,Amazon.In,17,Unknown,0.0,Luxury (50K+),0.575,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:474960978606752471,productid:17697096817173433729,headlineOfferDocid:5618587968875676278,imageDocid:3629267950556996977,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRthhNqQBRuJYjWaXcTiDIX9KhxqajdM20rZDOeWT77zi6XjuV8QVitYYkej8XTD_lXQ2YuyZJOxV0O4Nrc5jeduRaspdcxV2q_hlvdMc66BA8_70xm1PGM,api
Gaming Laptop,Acer Aspire 7 Gaming Laptop,Acer,41990.0,,4.5,0,Flipkart,18,Unknown,0.0,High-End (15K-50K),0.55,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:17030732291249727349,productid:13485928367930282396,headlineOfferDocid:11217316761216607279,imageDocid:2847912840856198742,gpcid:1794399146802177647,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSdkT6mSbdaAsyEAW7kWqYEFZ1M8ZVoSFSkG_wSGLT8AFpdv0T8miQHoI6o4E3yr9zcX2JvJisMxVI8AtBFzOqCdy48V9ySxppdCBVATysqCwLYePjsRmtunw,api
Gaming Laptop,Asus ROG Strix G16 Gaming Laptop,Asus,149990.0,173990.0,4.5,0,Vijay Sales,19,Unknown,13.79,Luxury (50K+),0.525,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:4415669109015162300,productid:3639144219713322419,headlineOfferDocid:3525556489579676201,imageDocid:10353313268092951047,gpcid:9118040513480444362,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT876oJLuvl8EE9hqXL4XSKfvci0H1JusSjna69ckBJHEFSE5cbhLC_5rU2Kn8TzCdutXUiT3qyiHdUsavI_1uWsL-6GTZAOFZ14VIVHzKkkp2T5feV2MdOTA,api
Gaming Laptop,Acer Aspire ALG AL15G-52 Gaming Laptop,LG,68999.0,,4.5,0,Reliance Digital,20,Unknown,0.0,Luxury (50K+),0.5,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:11373461890224323996,productid:7661015453872660558,headlineOfferDocid:3363486164457502766,imageDocid:4115321323253524091,gpcid:6833074395980383676,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQxtmwcQVIOSeyi4Az1h2K335hNsMu1YFhU9f8QtlZHABxslLCJc8cNJnhQw1VEkSZzXSdco9xuGuZ1EH-crrtqtXpqfKmc7j_1wMx6YU3OVQNkNWY31Dr4,api
Gaming Laptop,ASUS Gaming V16 Gaming Laptop,Asus,89644.0,,4.6,1800,Amazon.In,21,Unknown,0.0,Luxury (50K+),0.475,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:5100669772091399123,productid:2975036543924575173,headlineOfferDocid:13363007412950103342,imageDocid:15629467374843093686,rds:PC_11706458058494353591|PROD_PC_11706458058494353591,gpcid:7340723788163939047,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS6zg5wXqD0lV6OuNTpeA5kjudySgDrHJP-cpb_tYyYUPBrmrpggQPiLF64UHuAR4HrgMw8CZMU2c7m2Z9t8izizV877VGZtRjeCt8O-loK,api
Gaming Laptop,Lenovo LOQ Gen 9 Gaming Laptop,Lenovo,74990.0,,4.7,166,Flipkart,22,Unknown,0.0,Luxury (50K+),0.45,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:18368955090071620539,productid:9486770473799840451,headlineOfferDocid:15370614929156802167,imageDocid:17914122691714312729,rds:PC_2321147373587023934|PROD_PC_2321147373587023934,gpcid:14382892579570647290,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT9XFJogc0aX-MYnIKBk-qbXejA6CP_-AR0mLJ9rgEjIjL6uJA5i2fBhgLrBTszkXuWzBjyGQohsS0reaZDj6revkt6CftT0QQNW6lA0cN4,api
Gaming Laptop,Asus ROG Zephyrus G14 GA401IVC-HA275TS (AMD Octa Core Ryzen 9/32 GB/1 TB SSD/Windows 10/6 GB),Asus,19899.0,,4.5,0,Cashify,23,Unknown,0.0,High-End (15K-50K),0.425,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=productid:4926466030205037949,headlineOfferDocid:4926466030205037949,imageDocid:8569958598811142112,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRgujpojRLp4WvkPff9T2Q2SoNyWy8e-4PZHmApguMNkpV3-EyVE-_qTS9vF7Qq5pXBnQsKuGOmMLQRhjzOuGIRlJc8lmnG,api
Gaming Laptop,MSI Katana 15 HX Gaming Laptop,MI,135990.0,,4.6,296,Croma,24,Unknown,0.0,Luxury (50K+),0.4,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:9569684378364915832,productid:4092376771845014277,headlineOfferDocid:6278895161036416609,imageDocid:13600343434667235767,rds:PC_228272183631284084|PROD_PC_228272183631284084,gpcid:16200473220527905021,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT9N5LD7MnyVoulnpEKVGxYom5woPZ9wU2ud2FybtYabGnwBCKJUAuNvg62Z_kEBpOHzWWOJZrKsBISELk6B_jKpZy8hdx2DIivcwZ-zbelSiIsCxxq5hO6vg,api
Gaming Laptop,MSI Thin A15 Gaming Laptop,MI,69990.0,,4.6,378,Amazon.In,25,Unknown,0.0,Luxury (50K+),0.375,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:5361582958147724886,productid:39817342379851382,headlineOfferDocid:18208865082771379981,imageDocid:10573342703921799784,rds:PC_8976052959024335092|PROD_PC_8976052959024335092,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSsuAW01gYk3zbGzSpFuORnCNT8BLvF1mO7J61kuUYh9z_LYnxtgxUqqhtQMSaT-EhfWHJ9807HhssA-6LttvjyVIYdP1JdL47yZK9Wau9McYHXGvs7Ws_W,api
Gaming Laptop,ASUS ROG Strix G15 Gaming Laptop,Asus,110599.0,,4.6,25,Flipkart,26,Unknown,0.0,Luxury (50K+),0.35,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:17958223948608467997,productid:6192261911745071106,headlineOfferDocid:16547027746928626806,imageDocid:14245559191575738277,rds:PC_18230299421274206975|PROD_PC_18230299421274206975,gpcid:18230299421274206975,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT2g5tXHwvtP5IbOoaLg7b4fxuIRu5RDa2WP0jWpxrXfiy-9DDhnz-JBRbIGdNZE6A2HdziIXh_HTMVfHy2q2DW_HZ08mcHg6943S7cOTZg63aJUixUhI-o,api
Gaming Laptop,Lenovo LOQ Gen 10 Gaming Laptop,Lenovo,146597.0,,4.1,15,Lenovo,27,Unknown,0.0,Luxury (50K+),0.325,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:188739320029653248,productid:17762790010296416125,headlineOfferDocid:13182727599294266948,imageDocid:10643560810239553377,rds:PC_5478640607000217555|PROD_PC_5478640607000217555,gpcid:5478640607000217555,mid:576462555773416684,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRI2su7gMjHPvI108i5KpZgGNiKXWtg5sy1tkJW8wqWBoF0tRg-V_OKdDVm0WOg89jvV1pcTzDodgpIYZnvtJACPOm5tre4,api
Gaming Laptop,Acer NITRO V Gaming Laptop,Acer,84495.0,,4.5,410,Reliance Digital,28,Unknown,0.0,Luxury (50K+),0.3,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:16192732138209533339,productid:305384780967717094,headlineOfferDocid:9363866857698716734,imageDocid:11017667667152877127,rds:PC_12300531616514589233|PROD_PC_12300531616514589233,gpcid:9282422307099135108,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTWV2jFgSGq79M-saZKFqFaLl13XTWsz1Gu067I2TW_DRG9SuSmCGwMFjxMggHsKPTITdiPh_cxc4gdfn1ZZIp86Y987po68Ex_xG-VfQjcoNfpiosr-1A8,api
Gaming Laptop,ASUS ROG Strix SCAR 16 Gaming Laptop,Asus,282729.99999999854,,4.3,123,Amazon.In,29,Unknown,0.0,Luxury (50K+),0.275,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:9298166785197804886,productid:9017510155547640068,headlineOfferDocid:74061082991550928,imageDocid:10468916674764428695,rds:PC_17498730356498853414|PROD_PC_17498730356498853414,gpcid:12839809382256808652,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcROFR4JaztHkOMAKIrz6E5OEgGZZ4AC2rBhNj1AK8iCtw6kBjoGAlPfGHA5loUzaKYrTGZ4x_ihZLotBZmsgSfWNG61EATtKVi4MPYCDKeSDeSiCFsRSPzhEQ,api
Gaming Laptop,Lenovo Legion 7 Gaming Laptop,Lenovo,242490.0,,5.0,2,Flipkart,30,Unknown,0.0,Luxury (50K+),0.25,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:12748662881384098513,productid:17709713333544176373,headlineOfferDocid:1209871516501352359,imageDocid:3662853156867901808,rds:PC_9779863311431472932|PROD_PC_9779863311431472932,gpcid:9779863311431472932,mid:576462880052253268,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSkYsV1deDyh7KFsSFGVF6n3oRnWMEuLe-K8AGIMvm0Qm40ltbfSR1JXS_JYPbKd47NqbczDyeEGPIYdBCWxauXFMeI5iDDzvIyVZXkUg2hJs9uqyE-3szmEg,api
Gaming Laptop,Asus TUF Gaming A16 Laptop,Asus,99990.0,,4.3,14,Vijay Sales,31,Unknown,0.0,Luxury (50K+),0.225,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:14575807776860597356,productid:10891942653375725172,headlineOfferDocid:13796600676445724485,imageDocid:797208144316916415,rds:PC_7001780969390846140|PROD_PC_7001780969390846140,gpcid:7001780969390846140,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSfWrsdLPNgswgFE8RWrAMQbFozbbNkhq2QnROFX3bNiUxnHi6zu_iomIz-ZAq09B5Dqp8VTkzdSeKDBzuZveF6QPsR5lJoXsOT86kIcVBLwQI1VbfKygDxuw,api
Gaming Laptop,"ASUS TUF A15 FA506NCG-HN251WS AMD Ryzen 7 Gaming Laptop (16GB, 1TB SSD, Windows 11 Home, 4GB Graphics, 15.6 inch 144 Hz Full IPS HD Display, NVIDIA",Asus,82990.0,,4.0,125,Croma,32,Unknown,0.0,Luxury (50K+),0.2,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=productid:9799416692671394304,headlineOfferDocid:9799416692671394304,imageDocid:3992400191991817241,rds:PC_16557465496551562844|PROD_PC_16557465496551562844,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRSq9BeNmEGCJxiRs3bT6GND_KGd8nCFhGFLnlgYR9VPUzOXdiGfVpmkxhtSwW_ogMAbS8da9ImreM_m_IY1ORr-kGYcqDJlUin6ZzWACXDoPw8ucapcpuB,api
Gaming Laptop,ROG Flow X13 2in1 Gaming Laptop,MI,138499.0,,4.2,20,Amazon.In,33,Unknown,0.0,Luxury (50K+),0.175,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:13507436382541461893,productid:436679019747310802,headlineOfferDocid:14582329808020697503,imageDocid:17193604975110295639,rds:PC_8877935188574655775|PROD_PC_8877935188574655775,gpcid:8877935188574655775,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS5fXU6ARikoIX-hR390BBYq5eOjGGD5mzpdfVIuMWWXyDLXtDrBNmbgJRi_V0tmJAjhQgnUFASktLJd6M9hZysueVVnC76fg,api
Gaming Laptop,ASUS TUF Gaming A15 Gaming Laptop,Asus,75990.0,,3.8,81,Flipkart,34,Unknown,0.0,Luxury (50K+),0.15,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:18302865991754980058,productid:9968652378828551129,headlineOfferDocid:15229558566626056747,imageDocid:6581845216101617245,rds:PC_16552644098953322197|PROD_PC_16552644098953322197,gpcid:16552644098953322197,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRi-vrEGDc4oKnzEMOrYo3wSian9hX_PG4aXWrJH8NxeOEhESV50IoqkHPQNNJ9mzVanukd7-8V1Hi5qdl5El9WJo47MGumwaIuum_-jEQz,api
Gaming Laptop,"Predator Helios Neo 18 AI Gaming Laptop | Intel Core Ultra 9 Processor 275HX | NVIDIA GeForce RTX 5070 Ti | 18"" WQXGA 240Hz G-SYNC | 32GB DDR5 | 2TB G",MI,282729.99999999854,,4.4,30,Desertcart.In,35,Unknown,0.0,Luxury (50K+),0.125,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=productid:12439744946125770588,headlineOfferDocid:12439744946125770588,imageDocid:18082253407280701270,rds:PC_5926902747380918553|PROD_PC_5926902747380918553,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTuj8K4l3MLNI5wIBq0uwJb9mNB97-jnEBkwOxatr_QkmpqP-y0c47NmwFHcyfaOhQHyMokXF349Mluswd2F6bXsmjbQ2dzzg,api
Gaming Laptop,"Dell Alienware 16 Aurora AC Gaming Laptop (Intel Core 7 240H/16 GB/1 TB SSD/RTX 5060 8GB GDDR7/Windows 11/MS Office H&S 2024 + Office 365 /Full HD+),",Dell,154990.0,,4.2,7300,Reliance Digital,36,Unknown,0.0,Luxury (50K+),0.1,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=productid:7472406031619554465,headlineOfferDocid:7472406031619554465,imageDocid:15224680497715628774,rds:PC_14466929003455359239|PROD_PC_14466929003455359239,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT0a7flFtyGJ7hBaIa3EOfSULao3-NejI3OHeB6NrvsxAWY2aa6oWm2PHCqvvhXuLT3lt07XSly7Dv-2dIWk1aaK10TDpiEDjLGtHpBdh6rK8TSNf4A2SPWRQ,api
Gaming Laptop,MSI Katana 15 Gaming Laptop,MI,109990.0,,4.3,647,Amazon.In,37,Unknown,0.0,Luxury (50K+),0.075,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:12929565943680527744,productid:607879324629853688,headlineOfferDocid:1820796746189230314,imageDocid:8267770404620284726,rds:PC_15812426452052983182|PROD_PC_15812426452052983182,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ4rPgGrwmHlT0JY1FF1eKL3XrKew3ebfdY7GBsZNCqJ-WI-03_VCBWbbOQ_psPz59Zw6GWH72wHVBqokgkROpGfZzJhMixHx7_kb4FmAmwstK_0RhukpwEZvs,api
Gaming Laptop,Acer Aspire 5 Gaming 12th Gen Intel Core i5,Acer,70500.0,,4.5,55,Flipkart,38,Unknown,0.0,Luxury (50K+),0.05,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:18180779182996284273,productid:1043894583410875873,headlineOfferDocid:10247034579560490795,imageDocid:10219518029711560254,rds:PC_7048550816418254165|PROD_PC_7048550816418254165,gpcid:14113268969094123845,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRBNOfqxD9vdNlnxZRq6BILRuEzsiomg5gTuddGrTBbOEGlSk2RhvPB7hNDbgl89I8LhwwYvqcLsKpQLyicR_NxxuzkWOQTjKQ277I9Y5u69bW0t7azxZin,api
Gaming Laptop,Lenovo LOQ 15IRX10 Gaming Laptop,Lenovo,157999.0,,4.7,3000,Vijay Sales,39,Unknown,0.0,Luxury (50K+),0.025,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:6979926748750191673,productid:10131587818228573368,headlineOfferDocid:2465980070848607440,imageDocid:11677437533474983511,rds:PC_8802333436014169154|PROD_PC_8802333436014169154,gpcid:1988406305437528839,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTP1KiJnPr8W6THbo7BA8IC2QHrupKoAxYc3s6xq6H9Xe6nBYk4A8E_4jojwZkfdYzDXteXNS7V5dkl3eYU5cMI0ITSvFu2kx-ajsVYVSXt4rxWEdRqCVpt,api
Gaming Laptop,Asus TUF Gaming A16 Gaming Laptop,Asus,189990.0,,4.5,2100,Asus Eshop In,40,Unknown,0.0,Luxury (50K+),0.0,"https://www.google.com/search?ibp=oshop&q=Gaming Laptop&prds=catalogid:5736282793695091719,productid:16590387311495971738,headlineOfferDocid:1004061700562156252,imageDocid:10535925782608944443,rds:PC_8413132991457228447|PROD_PC_8413132991457228447,gpcid:17802087667577685508,pvt:hg&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRqetQKeNhygJkGgBw-N9gboiT34p2KD691AT8S3eXhAPnszoZz7bAOT5xxhmxFQlOhm1G1cZhVnYU6U2yB7E-Pmc91KhDDwsbZJDGIk7E9NChA5rPLHvuoXQ,api
Men Running Shoes,HRX by Hrithik Roshan Men's Textile Running Shoes,HRX,999.0,,4.4,78,Myntra,1,Unknown,0.0,Economy (500-2K),0.975,"https://www.google.com/search?ibp=oshop&q=Men Running Shoes&prds=catalogid:16623628652656272411,productid:1331787138202989436,headlineOfferDocid:4139547442822568519,imageDocid:10006332216713515042,rds:PC_17170199074845087152|PROD_PC_17170199074845087152,gpcid:17170199074845087152,mid:576462894463195800,pvt:a&hl=en&gl=in&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ6oUr7Z8j5XUwM-HC-ZHaaFZLbfNRWUjGORyzGAIjmlKMDVJ9l3aMAo3AChEfMN8ucuSkTpVVdv40IXVGEictLqCVkoEiyI6ygxxtX2DOBKbKv9pY7-K-D,api
Men Running Shoes,Decathlon Kalenji Men Shoes by Myntra,Decathlon,1599.0,,4.6,4000,Decathlon Sports India,2,Unknown,0.0,Economy (500-2K),0.95,"https://www.google.com/search?ibp=oshop&q=Men Running Shoes&prds=catalogid:17634259540003538184,productid:12783620573827569737,headlineOfferDocid:3663364464985683159,imageDocid:5410237415208061500,rds:PC_13399225845495993709|PROD_PC_13399225845495993709,gpcid:13399225845495993709,mid:576462453082703185,pvt:a&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTDPB7PNVdt63kHM8Amt8xTkOenraX2e30rhfCXmFj7pNRijkxRu48f8hxTsbWn0izyLuMbCM8GKJZbn_lgW-j3IzZAVL6Ft3Ctw4GZbVYXOst5e33nA0lm,api
Men Running Shoes,Puma Skyrocket Lite Men Unisex Running Shoes,Puma,2499.0,,4.7,388,Amazon.In,3,Unknown,0.0,Mid-Range (2K-5K),0.925,"https://www.google.com/search?ibp=oshop&q=Men Running Shoes&prds=catalogid:13359908139649582212,productid:9431615640128417456,headlineOfferDocid:2111176392117043256,imageDocid:4227143530010069659,rds:PC_505027790267352813|PROD_PC_505027790267352813,gpcid:17516961049255502112,mid:576462857967117587,pvt:a&hl=en&gl=in&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ17YfQwMQcRNpKooYqkVW2JvImrfytsoYhjK9yDPTLfJNipkbaclVsIPX-Gvn-tcxVLploV9JYeLEaUPi-kh_ZrLzjAKdB8bKPej2yU7U4TDyB7ByYncjsjyM,api
Men Running Shoes,JOLT 4,JOLT,1799.0,,4.5,973,Flipkart,4,Unknown,0.0,Economy (500-2K),0.9,"https://www.google.com/search?ibp=oshop&q=Men Running Shoes&prds=catalogid:17543947087035048544,productid:14838373580834569647,headlineOfferDocid:911734918423358224,imageDocid:4825317890268647568,rds:PC_15934631909395937061|PROD_PC_15934631909395937061,gpcid:15934631909395937061,mid:576462807469533061,pvt:a&hl=en&gl=in&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQXEXR_YuF2inPK-Eep3kuUK1aQkGrthrem8zo8vk5Z-TxQXmdHA4VIk5FlAOnJvOyaggW-t_2R_1Z5B6LkCixHyJOaiHaUVCBZO3NwCoCfE_A0-vx6AFE8-zY,api
